,maker,specific_origin,reference_number,review_date,cocoa_percent,maker_location,rating,bean_type,broad_origin
573,Domori,"Ocumare 67,Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela
574,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela
575,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru
576,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela
577,Dormouse,Non Pariel Estate,1880,2016,75.0,England,2.75,Trinitario,Grenada
578,Dormouse,"Rio Caribe,Batch 7",1672,2015,70.0,England,2.5,Trinitario,Venezuela
579,Dormouse,"Colombia,Batch 9",1676,2015,80.0,England,2.75,"Criollo, Trinitario",Colombia
580,Dormouse,"Madagascar,Batch 8",1676,2015,77.0,England,2.75,"Criollo, Trinitario",Madagascar
581,Duffy's,"Rio Dulce,Xoco",1662,2015,70.0,England,4.0,Criollo,Guatemala
582,Duffy's,"Chuno,Xoco",1331,2014,70.0,England,3.5,Criollo,Nicaragua
583,Duffy's,"Rico Rugoso,Xoco",1331,2014,76.0,England,3.75,Criollo,Nicaragua
584,Duffy's,Ocumare,923,2012,72.0,England,3.75,Blend,Venezuela
585,Duffy's,"Indio Rojo,Xoco",623,2011,72.0,England,3.75,Criollo,Honduras
586,Duffy's,Dominican Republic,661,2011,65.0,England,3.5,Blend,Dominican Republic
587,Duffy's,"Bocas del Toro,Tierra Oscura",697,2011,72.0,England,3.0,Blend,Panama
588,Duffy's,"Nicaliso,Xoco",697,2011,71.0,England,3.25,Criollo,Nicaragua
589,Duffy's,Ocumare,765,2011,71.0,England,3.5,Blend,Venezuela
590,Duffy's,Panama,516,2010,70.0,England,3.5,Blend,Panama
591,Duffy's,"Corazon del Ecuador,Calceta beans",516,2010,72.0,England,3.75,Blend,Ecuador
592,Duffy's,Star of Ecuador,523,2010,70.0,England,2.5,Blend,Ecuador
593,Duffy's,Star of Peru,523,2010,70.0,England,3.75,Blend,Peru
594,Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,Blend,Dominican Republic
595,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar
596,Durci,"Maranon,Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
597,Durci,"Rio Caribe,Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela
598,Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,Blend,Dominican Republic
599,Durci,"Carenero,Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela
600,Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,Blend,Ecuador
601,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,Blend,Peru
602,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar
603,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,Blend,Dominican Republic
604,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,Blend,Colombia
605,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,Blend,Colombia
606,Eclat (Felchlin),"Maranon,Good,Evil,w,nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru
607,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela
608,El Ceibo,"Alto Beni,Covendo Region",709,2011,75.0,Bolivia,3.75,Blend,Bolivia
609,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,Blend,Bolivia
610,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,Blend,Venezuela
611,El Rey,"Rio Caribe,Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela
612,El Rey,"Rio Caribe,Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela
613,El Rey,"Carenero Superior,Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela
614,El Rey,"Carenero Superior,Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela
615,El Rey,"Carenero Superior,Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela
616,El Rey,"Carenero Superior,Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela
617,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,Blend,St Lucia
618,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,Blend,St Lucia
619,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,Blend,Venezuela
620,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru
621,ENNA,"Wampusirpi,batch 007",1916,2016,75.0,U.S.A.,3.25,Blend,Honduras
622,Enric Rovira (Claudio Corallo),Terreiro Velho P,565,2010,80.0,Spain,3.25,Forastero,"Sao Tome,Principe"
623,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam
624,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam
625,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam
626,Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela
627,Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,Blend,Costa Rica
628,Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela
629,Escazu,"Carenero,Guapiles,Ocumare blend",431,2009,74.0,U.S.A.,2.75,Blend,"Costa Rica,Venezuela"
630,Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela
631,Ethel's Artisan (Mars),"Peru,Madagascar",666,2011,55.0,U.S.A.,2.5,Blend,"Peru,Madagascar"
632,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad
633,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela
634,Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,Blend,Red Vanilla
635,Ethel's Artisan (Mars),"Venezuela,Trinidad",672,2011,62.0,U.S.A.,2.5,Blend,"Venezuela,Trinidad"
636,Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize
637,Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,Blend,Ecuador
638,Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,Blend,Dominican Republic
639,Fearless (AMMA),"Monte Alegre,D Badaro,Raw,Organic",565,2010,75.0,U.S.A.,2.75,Blend,Brazil
640,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,Blend,Jamaica
641,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,Blend,Venezuela
642,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize
643,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada
644,Felchlin,"Supremo,SF",105,2006,62.0,Switzerland,2.0,Blend,"Supremo,SF"
645,Felchlin,Elvesia P,105,2006,74.0,Switzerland,3.0,"Criollo, Trinitario",Dominican Republic
646,Felchlin,"Madagascar,Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar
647,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela
648,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador
649,Felchlin,"Alto Beni,Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia
650,Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,Blend,Puerto Rico
651,Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,Blend,Dominican Republic
652,Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,Blend,Dominican Republic
653,Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,Blend,Dominican Republic
654,Forever Cacao,Rio Eni,1267,2014,72.0,England,2.75,Criollo,Peru
655,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,Blend,Dominican Republic
656,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,Blend,Dominican Republic
657,Fossa,"Akesson's E,Sambirano V",1772,2016,70.0,Singapore,2.75,Blend,Madagascar
658,Fossa,"Camino Verde P,Balao,Guayas",1776,2016,75.0,Singapore,3.5,Blend,Ecuador
659,Fossa,"Kokoa Kamili Coop,Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania
660,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,Blend,Venezuela
661,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,Blend,Venezuela
662,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,Blend,Venezuela
663,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,Blend,Venezuela
664,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,Blend,Costa Rica
665,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,Blend,Peru
666,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam
667,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana
668,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar
669,French Broad,"Norandino,batch 161208",1940,2017,70.0,U.S.A.,3.5,Blend,Peru
670,French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,Blend,Guatemala
671,French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,Blend,Costa Rica
672,French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,Blend,Nicaragua
673,French Broad,"Palo Blanco,Chulucanas",1042,2013,66.0,U.S.A.,3.5,Blend,Peru
674,French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru
675,French Broad,"Palo Blanco,Chulucanas",883,2012,61.0,U.S.A.,3.5,Blend,Peru
676,French Broad,"Palo Blanco w,panela,Chulucanas",887,2012,81.0,U.S.A.,2.0,Blend,Peru
677,French Broad,"Maranon Canyon,Fortunato No 4",781,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
678,French Broad,La Red,785,2011,65.0,U.S.A.,3.5,Blend,Dominican Republic
679,Fresco,"Maranon,#228,MR,SC",1383,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru
680,Fresco,"Maranon,#227,LR,MC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
681,Fresco,"Maranon,#229,MR,LC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
682,Fresco,"Maranon,#230,Dominican Republic,LC",1387,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
683,Fresco,"Conacado,#223,MR,SC",1030,2013,72.0,U.S.A.,3.25,Blend,Dominican Republic
684,Fresco,"Conacado,#224,MR,MC",1081,2013,72.0,U.S.A.,3.75,Blend,Dominican Republic
685,Fresco,"San Martin,Bellavista Coop,#226,Dominican Republic,MC",1117,2013,70.0,U.S.A.,3.75,Blend,Peru
686,Fresco,"Bellavista Coop,#225,LR,MC,CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru
687,Fresco,"Markham Valley,#219,LR,MC",899,2012,69.0,U.S.A.,3.5,Blend,Papua New Guinea
688,Fresco,"Markham Valley,#221,Dominican Republic,MC",899,2012,69.0,U.S.A.,3.5,Blend,Papua New Guinea
689,Fresco,"Sambirano Valley,#216,MR,LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar
690,Fresco,"Markham Valley,#220,MR,MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea
691,Fresco,"Markham Valley,#222,LR,0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea
692,Fresco,"Ghana,#211,MR,MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana
693,Fresco,"Jamaica,#209,Dominican Republic,SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica
694,Fresco,"Conacado,#212,LR,SC",642,2011,72.0,U.S.A.,3.5,Blend,Dominican Republic
695,Fresco,"Jamaica,#210,Dominican Republic,MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica
696,Fresco,"Sambirano Valley,#214,LR,MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar
697,Fresco,"Conacado,#213,Dominican Republic,C",682,2011,72.0,U.S.A.,3.25,Blend,Dominican Republic
698,Fresco,"Sambirano Valley,#215,MR,MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar
699,Fresco,"Chuao,#218,MR,MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela
700,Fresco,"Chuao,#217,Dominican Republic,MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela
701,Fresco,"Jamaica,#204,Dominican Republic,SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica
702,Fresco,"Jamaica,#206,Dominican Republic,LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica
703,Fresco,"Jamaica,#205,Dominican Republic,MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica
704,Fresco,"Carenero Superior,#203,MR,SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela
705,Friis Holm,"Rugoso,Bad Fermentation",1912,2016,70.0,Denmark,3.5,Blend,Nicaragua
706,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,Blend,Nicaragua
707,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,Blend,Nicaragua
708,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,Blend,Nicaragua
709,Friis Holm (Bonnat),"Barba,Xoco",1034,2013,70.0,Denmark,3.25,Blend,Nicaragua
710,Friis Holm (Bonnat),"Medagla,Xoco",1034,2013,70.0,Denmark,3.5,Blend,Nicaragua
711,Friis Holm (Bonnat),"Chuno,triple turned,Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
712,Friis Holm (Bonnat),"Red Mayan,Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras
713,Friis Holm (Bonnat),"Chuno,double turned,Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
714,Friis Holm (Bonnat),"Rugoso,Xoco",923,2012,70.0,Denmark,3.75,Blend,Nicaragua
715,Friis Holm (Bonnat),"Johe,Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
716,Friis Holm (Bonnat),"Chuno,Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
717,Friis Holm (Bonnat),"Nicaliso,Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
718,Fruition,"Wild Bolivian,Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia
719,Fruition,"Coto Brus,Heirloom,Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica
720,Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad
721,Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru
722,Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,Blend,Dominican Republic
723,Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,Blend,Ecuador
724,Fruition,Peru,863,2012,70.0,U.S.A.,2.5,Blend,Peru
725,Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica
726,Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0,Blend,Costa Rica
727,Garden Island,"Kaua'I,Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii
728,Georgia Ramon,Akesson P,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar
729,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana
730,Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Dominican Republic
731,Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Dominican Republic
732,Georgia Ramon,Akesson P,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar
733,Glennmade,"Toledo District,2015 Harvest",1848,2016,70.0,U.S.A.,3.5,Blend,Belize
734,Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil
735,Goodnow Farms,"Almendra Blanca,batch 1004",1924,2016,77.0,U.S.A.,2.75,Blend,Mexico
736,Goodnow Farms,"El Carmen,batch 1003",1924,2016,77.0,U.S.A.,3.25,Blend,Nicaragua
737,Goodnow Farms,"Asochivite,batch 1005",1924,2016,77.0,U.S.A.,3.25,Blend,Guatemala
738,Grand Place,"Ben Tre,Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam
739,Green & Black's (ICAM),Dark,15,2006,70.0,England,2.5,Blend,Dark
740,Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,Blend,Madagascar
741,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada
742,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada
743,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada
744,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador
745,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana
746,Guido Castagna,"Trinidad,Tobago",355,2009,64.0,Italy,3.0,Blend,"Trinidad,Tobago"
747,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,Blend,Venezuela
748,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,Blend,"Venezuela,Trinidad,Ecuador"
749,Guittard,"Epique,Blend No 49",1602,2015,70.0,U.S.A.,3.75,Blend,"Epique,Blend No 49"
750,Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75,Blend,Haiti
751,Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,Blend,Nicaragua
752,Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica
753,Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,Blend,Ecuador
754,Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,Blend,Coucher du Soleil
755,Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,Blend,Lever du Soleil
756,Guittard,Onyx,654,2011,72.0,U.S.A.,3.25,Blend,Onyx
757,Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad
758,Guittard,"O'ahu,N Shore,Waialua E,Kakoleka",316,2009,55.0,U.S.A.,3.0,Blend,Hawaii
759,Guittard,Nocturne,387,2009,91.0,U.S.A.,3.0,Blend,Nocturne
760,Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend,Complexite
761,Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,Blend,Peru
762,Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,Blend,Special Maker Reserve
763,Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5,Blend,Venezuela
764,Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend,Quetzalcoatl
765,Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia
766,Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Criollo, Trinitario",Venezuela
767,Guittard,"Sambirano,Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar
768,Guittard,"Los Rios,Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador
769,Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend,Tsaranta
770,Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend,Semisweet
771,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,Blend,Papua New Guinea
772,Habitual,"Campesino w,nibs",1197,2014,74.0,Canada,2.75,Blend,"Campesino w,nibs"
773,Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,Blend,Dominican Republic
774,Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,Trinitario
775,Habitual,Downtown London,1201,2014,65.0,Canada,2.75,Blend,Downtown London
776,Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,Blend,Africa meets Latina
777,Habitual,Amazonas,1201,2014,80.0,Canada,3.0,Blend,Amazonas
778,Habitual,Sharkey,1201,2014,66.0,Canada,3.25,Blend,Hawaii
779,Habitual,one hundred,1205,2014,100.0,Canada,2.0,Blend,one hundred
780,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador
781,Hacienda El Castillo,"Don Homero,Cerecita Valley",1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador
782,Hacienda El Castillo,"Don Homero,Cerecita Valley",1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador
783,Haigh,"South America,Africa",701,2011,70.0,Australia,3.0,Blend,"South America,Africa"
784,Harper Macaw,"Vale do Juliana,w,nibs",1808,2016,85.0,U.S.A.,3.25,Blend,Brazil
785,Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0,Blend,Brazil
786,Harper Macaw,"Tome Acu E,Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5,Blend,Brazil
787,Harper Macaw,"Vale do Juliana E,Atlantic Forest",1700,2015,74.0,U.S.A.,3.5,Blend,Brazil
788,Heilemann,Peru,1876,2016,64.0,Germany,2.75,Blend,Peru
789,Heirloom Cacao Preservation (Brasstown),"Maya Mtn,Moho R,Toledo D,2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize
790,Heirloom Cacao Preservation (Fruition),"Cota Brus,Terciopelo,2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica
791,Heirloom Cacao Preservation (Guittard),"Alto Beni,Upper Rio Beni,2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia
792,Heirloom Cacao Preservation (Guittard),"Wild Beni,Lower Rio Beni,Tranquilidad,2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia
793,Heirloom Cacao Preservation (Guittard),"Los Rios,Hacienda Limon,Orecao,2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador
794,Heirloom Cacao Preservation (Guittard),"Maunawili,O'ahu,Agri Research C,2014",1243,2014,67.0,U.S.A.,3.75,Blend,Hawaii
795,Heirloom Cacao Preservation (Manoa),"Maunawili,O'ahu,Agri Research C,2015",1744,2016,72.0,U.S.A.,3.5,Blend,Hawaii
796,Heirloom Cacao Preservation (Millcreek),"Los Rios,Hacienda Limon,Orecao,2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador
797,Heirloom Cacao Preservation (Mindo),"Pinchincha,Mindo,Coop Nueva Esper,2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador
798,Heirloom Cacao Preservation (Zokoko),"Alto Beni,Upper Rio Beni,2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni,Lower Rio Beni,Tranquilidad,2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia
800,hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda
801,hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela
802,hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75,Blend,Tanzania
803,hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar
804,hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0,Blend,Venezuela
805,hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25,Blend,Ecuador
806,hexx,Peru,1550,2015,70.0,U.S.A.,3.25,Blend,Peru
807,Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar
808,Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela
809,Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Dominican Republic
810,Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru
811,Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
812,Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
813,Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
814,Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
815,Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
816,Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,Blend,Peru
817,Holy Cacao,"Camino Verde P,Balao,Guayas",1466,2015,70.0,Israel,3.5,Blend,Ecuador
818,Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar
819,Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad
820,Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,Blend,Venezuela
821,Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,Blend,Ivory Coast
822,Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,Blend,Dominican Republic
823,Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,Blend,Peru
824,Holy Cacao,"Hispaniola w,nibs",431,2009,75.0,Israel,3.75,Blend,Dominican Republic
825,Honest,"Ecuador,w,nibs",1327,2014,72.0,South Africa,2.5,Blend,Ecuador
826,Hotel Chocolat,"Pepiniere,single Cote",1654,2015,70.0,England,2.75,Blend,St Lucia
827,Hotel Chocolat,"Marcial,single Cote,2012",1030,2013,70.0,England,4.0,Trinitario,St Lucia
828,Hotel Chocolat,"Island Growers,2012,120hr c",1113,2013,100.0,England,1.75,Trinitario,St Lucia
829,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,England,3.0,Trinitario,Trinidad
830,Hotel Chocolat (Coppeneur),"Mekong Delta,Dong Nai",1038,2013,80.0,England,3.5,Trinitario,Vietnam
831,Hotel Chocolat (Coppeneur),"Los Rios,H Iara",1065,2013,90.0,England,3.0,Forastero (Nacional),Ecuador
832,Hotel Chocolat (Coppeneur),"Somia Plantation,Akesson,2012",1065,2013,72.0,England,3.0,Trinitario,Madagascar
833,Hotel Chocolat (Coppeneur),"Los Rios,H Iara,2012",1065,2013,82.0,England,3.5,Forastero (Nacional),Ecuador
834,Hotel Chocolat (Coppeneur),"Chanchamayo,Pichanadi,2012,60hr c",1109,2013,100.0,England,2.75,Blend,Peru
835,Hotel Chocolat (Coppeneur),"Los Rios,H Iara,2012,120hr c",1113,2013,100.0,England,2.5,Forastero (Nacional),Ecuador
836,Hotel Chocolat (Coppeneur),"Conacado,2012,120hr c",1113,2013,100.0,England,2.75,Blend,Dominican Republic
837,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,England,3.5,"Criollo, Trinitario",Madagascar
838,Hotel Chocolat (Coppeneur),"Los Rios,H Iara,96hr c",623,2011,80.0,England,3.0,Forastero (Nacional),Ecuador
839,Hotel Chocolat (Coppeneur),"Island Growers,120hr c",623,2011,65.0,England,3.0,Trinitario,St Lucia
840,Hotel Chocolat (Coppeneur),"Island Growers,96hr c",623,2011,65.0,England,3.25,Trinitario,St Lucia
